Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
ESCO,,Test & Measurement Equipment,3359,$1.2B,45,"St. Louis, Missouri",,,,,,,,,,,,,,,,1995,PUBLIC,2026-02-25,ZoomInfo,33590237,Clean
Triumph Group,,Aerospace & Defense,4530,$2.9B,175,"Radnor, Pennsylvania",,,,,,,,,www.triumphgroup.com,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,103153842,Clean
Fluke,,Test & Measurement Equipment,2400,$700M,88,"Everett, Washington",,,,,,,,,www.fluke.com,,,,,,,1948,PRIVATE,2026-02-25,ZoomInfo,22120404,Clean
Cepheid,,Test & Measurement Equipment,4174,$1.3B,25,"Sunnyvale, California",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,7487707,Clean
Graco,,Industrial Machinery & Equipment,4000,$1.7B,111,"Minneapolis, Minnesota",,,,,,,,,www.graco.com,,,,,,,1926,PUBLIC,2026-02-25,ZoomInfo,26362638,Clean
Precision Dynamics,,Test & Measurement Equipment,5000,$991M,13,"Valencia, California",,,,,,,,,,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,31081179,Clean
Itron,,Test & Measurement Equipment,5040,$2.2B,98,"Liberty Lake, Washington",,,,,,,,,www.itron.com,,,,,,,1977,PUBLIC,2026-02-25,ZoomInfo,20349415,Clean
MSA Safety,,Machinery,4800,$1.4B,57,"Cranberry Twp, Pennsylvania",,,,,,,,,www.msasafety.com,,,,,,,1914,PUBLIC,2026-02-25,ZoomInfo,345770090,Clean
Hach,,Test & Measurement Equipment,5500,$1.5B,47,"Loveland, Colorado",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,17007191,Clean
"Schweitzer Engineering Laboratories, Inc.",,Test & Measurement Equipment,6500,$1.6B,137,"Pullman, Washington",,,,,,,,,www.selinc.com,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,106153242,Clean
Teradyne,,Test & Measurement Equipment,6500,$3.1B,19,"North Reading, Massachusetts",,,,,,,,,www.teradyne.com,,,,,,,1960,PUBLIC,2026-02-25,ZoomInfo,37913314,Clean
National Instruments (US),,Test & Measurement Equipment,7300,$1.4B,76,"Austin, Texas",,,,,,,,,www.ni.com,,,,,,,1976,PUBLIC,2026-02-25,ZoomInfo,26656887,Clean
Waters,,Test & Measurement Equipment,7600,$2.4B,6,"Milford, Massachusetts",,,,,,,,,,,,,,,,1958,PUBLIC,2026-02-25,ZoomInfo,244793485,Clean
ILLUMINA,,Test & Measurement Equipment,8600,$4.3B,18,"San Diego, California",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,66045864,Clean
3D Instruments,,Test & Measurement Equipment,8725,$10M,,"Lawrenceville, Georgia",,,,,,,,,,,,,,,,1946,PRIVATE,2026-02-25,ZoomInfo,150962272,Clean
Beckman Coulter Life Sciences,,Test & Measurement Equipment,10000,$2.7B,27,"Indianapolis, Indiana",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,22646798,Clean
Pall,,Test & Measurement Equipment,10000,$3.3B,112,"Port Washington, New York",,,,,,,,,www.pall.com,,,,,,,1946,PRIVATE,2026-02-25,ZoomInfo,29524227,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Bruker,,Test & Measurement Equipment,11396,$3.4B,9,"Billerica, Massachusetts",,,,,,,,,,,,,,,,1960,PUBLIC,2026-02-25,ZoomInfo,5734648,Clean
Aselsan,,Test & Measurement Equipment,12226,$2.1B,1,,,,,,,,,,,,,,,,,,PUBLIC,2026-02-25,ZoomInfo,1151866378,Clean
Teledyne Technologies,,Test & Measurement Equipment,14900,$3.2B,,"Thousand Oaks, California",,,,,,,,,www.teledyne.com,,,,,,,,,2026-02-25,ZoomInfo,37536177,Clean
Keysight Technologies,,Test & Measurement Equipment,15400,$4.2B,3,"Santa Rosa, California",,,,,,,,,www.keysight.com,,,,,,,1939,PUBLIC,2026-02-25,ZoomInfo,358636815,Clean
Sensata Technologies,,Test & Measurement Equipment,19000,$3.5B,36,"Attleboro, Massachusetts",,,,,,,,,www.sensata.com,,,,,,,1916,PUBLIC,2026-02-25,ZoomInfo,156188823,Clean
Agilent,,Medical Devices & Equipment,17900,$5.2B,9,"Santa Clara, California",,,,,,,,,www.agilent.com,,,,,,,1999,PUBLIC,2026-02-25,ZoomInfo,1967478,Clean
Border Patrol Checkpoint,,Test & Measurement Equipment,18761,$4M,,"Dateland, Arizona",,,,,,,,,,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment,410884834,Clean
"Ingersoll Rand, Inc.",,Test & Measurement Equipment,21000,$6.6B,8,"Davidson, North Carolina",,,,,,,,,www.irco.com,,,,,,,1859,PUBLIC,2026-02-25,ZoomInfo,19267894,Clean
Xylem,,Utilities,23000,$5.2B,26,"Washington, District of Columbia",,,,,,,,,www.xylem.com,,,,,,,2011,PUBLIC,2026-02-25,ZoomInfo,56754579,Clean
CaptionCall LLC.,,Telephony & Wireless,3370,$2.0B,6,"Taylorsville, Utah",,,,,,,,,www.captioncall.com,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,565804445,Clean
Premium Sound Solutions,,Telecommunication Equipment,1000,$576M,3,"Plymouth, Michigan",,,,,,,,,www.premiumsoundsolutions.com,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,354850796,Clean
Telephonics Corporation,,Telecommunication Equipment,1000,$442M,46,"Farmingdale, New York",,,,,,,,,www.telephonics.com,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,37814821,Clean
MaxLinear,,Telecommunication Equipment,1115,$468M,17,"Carlsbad, California",,,,,,,,,,,,,,,,2003,PUBLIC,2026-02-25,ZoomInfo,90752658,Clean
Napco Security Technologies,,Telecommunication Equipment,1150,$250M,,"Amityville, New York",,,,,,,,,www.napcosecurity.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Source Photonics Inc,,Telecommunication Equipment,1233,$573M,,"West Hills, California",,,,,,,,,sourcephotonics.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Comtech Telecommunications Corp.,,Telecommunications,1468,$671M,35,"Melville, New York",,,,,,,,,www.comtechtel.com,,,,,,,1967,PUBLIC,2026-02-25,ZoomInfo,25743000,Clean
Sonos,,Telecommunication Equipment,1867,$268M,30,"Santa Barbara, California",,,,,,,,,www.sonos.com,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,35635276,Excluded_ZI_Match
Asiatelco Technologies,,Telecommunication Equipment,1500,$373M,3,"Newport Beach, California",,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,482411794,Clean
Advanced Electronics,,Telecommunication Equipment,1618,$196M,13,"Hopkinton, Massachusetts",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,1674738,Clean
Ubiquiti Inc.,,Telecommunication Equipment,1667,$1.0B,5,"New York City, New York",,,,,,,,,www.ui.com,,,,,,,2005,PUBLIC,2026-02-25,ZoomInfo,356127307,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
K-Tek,,Telecommunication Equipment,1722,$123M,2,"Vista, California",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,354524266,Clean
Bill Gilbert,,Telecommunication Equipment,1747,$390M,,"Grand Rapids, Michigan",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,347197134,Clean
SubCom LLC,,Telecommunications,1400,$380M,12,"Eatontown, New Jersey",,,,,,,,,www.subcom.com,,,,,,,1955,PRIVATE,2026-02-25,ZoomInfo,374895586,Clean
JABRA Corporation,,Telecommunications,1180,$705M,15,"Lowell, Massachusetts",,,,,,,,,www.jabra.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,60163094,Clean
Dolby Laboratories,,Electronics,2080,$1.2B,29,"San Francisco, California",,,,,,,,,www.dolby.com,,,,,,,1965,PUBLIC,2026-02-25,ZoomInfo,56428814,Clean
ACL Digital,,Telecommunication Equipment,2748,$670M,11,"San Jose, California",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,1072721,Clean
4SProducts,,Telecommunication Equipment,2852,$202M,2,"Coral Gables, Florida",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,275791943,Clean
CCI Systems,,Telecommunication Equipment,2944,$712M,17,"Iron Mountain, Michigan",,,,,,,,,,,,,,,,1955,PRIVATE,2026-02-25,ZoomInfo,15567257,Clean
ADTRAN,,Telecommunication Equipment,3227,$529M,29,"Huntsville, Alabama",,,,,,,,,www.adtran.com,,,,,,,1985,PUBLIC,2026-02-25,ZoomInfo,1247203,Clean
Roku,,Telecommunication Equipment,3150,$1.1B,3,"San Jose, California",,,,,,,,,www.roku.com,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,59884285,Clean
Preformed Line Products,,Telecommunication Equipment,2983,$444M,38,"Cleveland, Ohio",,,,,,,,,www.preformed.com,,,,,,,1947,PUBLIC,2026-02-25,ZoomInfo,68454225,Clean
OFS Fitel LLC,,Telecommunication Equipment,3118,$89M,13,"Norcross, Georgia",,,,,,,,,www.ofsoptics.com,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,114755201,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
AFL,,Telecommunication Equipment,5800,$1.6B,77,"Duncan, South Carolina",,,,,,,,,www.aflglobal.com,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,2183002,Clean
Bose,,Telecommunication Equipment,6000,$3.0B,238,"Framingham, Massachusetts",,,,,,,,,,,,,,,,1964,PRIVATE,2026-02-25,ZoomInfo,5259327,Clean
Poly - US Headquarters,,Telecommunication Equipment,6500,$1.7B,,"Santa Cruz, California",,,,,,,,,www.poly.com,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,481466926,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Alpine Electronics of Silicon Valley,,Telecommunication Equipment,7294,$2.1B,,"Torrance, California",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,1155349593,Clean
Belden,,Telecommunication Equipment,7500,$2.7B,116,"St. Louis, Missouri",,,,,,,,,,,,,,,,1902,PUBLIC,2026-02-25,ZoomInfo,6554331,Clean
Ciena,,Telecommunication Equipment,9080,$4.8B,24,"Hanover, Maryland",,,,,,,,,,,,,,,,1992,PUBLIC,2026-02-25,ZoomInfo,8110529,Clean
Ettus Research,,Telecommunication Equipment,10000,$3.3B,4,"Austin, Texas",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,23760314,Clean
Alcatel-Lucent,,Telecommunication Equipment,18409,$14.1B,,"Murray Hill, New Jersey",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,354657539,Clean
Communications Test Design,,Telecommunication Equipment,20000,$4.5B,86,"West Chester, Pennsylvania",,,,,,,,,,,,,,,,1975,PRIVATE,2026-02-25,ZoomInfo,9044476,Clean
Electrical Components International,,Telecommunication Equipment,20000,$5.4B,11,"St. Louis, Missouri",,,,,,,,,,,,,,,,1953,PRIVATE,2026-02-25,ZoomInfo,94652898,Clean
Bell Racing USA LLC,,Recreation,1279,$258M,11,"Speedway, Illinois",,,,,,,,,www.bellhelmets.com,,,,,,,1952,PRIVATE,2026-02-25,ZoomInfo,10980541,Clean
"GLOCK, Inc.",,Sporting Goods,1151,$286M,15,"Smyrna, Georgia",,,,,,,,,www.glock.com,,,,,,,1963,PRIVATE,2026-02-25,ZoomInfo,16203944,Clean
Burton Snowboards,,Sporting Goods,1000,$200M,100,"Burlington, Vermont",,,,,,,,,www.burton.com,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,5931885,Clean
832d Ordnance Battalion,,Sporting Goods,1179,$122M,1,"Fort Lee, Virginia",,,,,,,,,,,,,,,,1812,PRIVATE,2026-02-25,ZoomInfo,1205637727,Clean
Johnson Outdoors,,Sporting Goods,1400,$562M,27,"Racine, Wisconsin",,,,,,,,,www.johnsonoutdoors.com,,,,,,,1970,PUBLIC,2026-02-25,ZoomInfo,52447687,Clean
Rogue Fitness,,Sporting Goods,1400,$380M,10,"Columbus, Ohio",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,343379184,Clean
Rogue Fitness,,Sporting Goods,1400,$250M,,"Columbus, Ohio",,,,,,,,,www.roguefitness.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
ALDILA,,Sporting Goods,1406,$139M,11,"New York City, New York",,,,,,,,,,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,1836433,Clean
Camco Manufacturing Inc,,Sporting Goods,1500,$378M,60,"Greensboro, North Carolina",,,,,,,,,www.camco.net,,,,,,,1966,PRIVATE,2026-02-25,ZoomInfo,19663474,Clean
"PlayPower, Inc.",,Sporting Goods,1700,$461M,14,"Huntersville, North Carolina",,,,,,,,,www.playpower.com,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,475353992,Clean
TaylorMade,,Sporting Goods,1587,$965M,26,"Carlsbad, California",,,,,,,,,,,,,,,,1979,PRIVATE,2026-02-25,ZoomInfo,93782336,Clean
Wilson Sporting Goods Co.,,Recreation,1600,$484M,55,"Chicago, Illinois",,,,,,,,,www.wilson.com,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,139935796,Clean
Acushnet Company,,Sporting Goods,2000,$1.5B,1,"Fairhaven, Massachusetts",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1159824481,Clean
The Safariland Group,,Sporting Goods,2000,$543M,27,"Jacksonville, Florida",,,,,,,,,www.safariland.com,,,,,,,1964,PRIVATE,2026-02-25,ZoomInfo,132284769,Clean
"ICON Health & Fitness, Inc.",,Recreation,1500,$1.1B,,"Logan, Utah",,,,,,,,,www.iconfitness.com,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,55134074,Clean
Bomber Saltwater Grade,,Sporting Goods,2666,$516M,,"Fort Smith, Arkansas",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,353083955,Clean
"The Coleman Company, Inc.",,Sporting Goods,3600,$900M,120,"Chicago, Illinois",,,,,,,,,www.coleman.com,,,,,,,1900,PRIVATE,2026-02-25,ZoomInfo,27594770,Clean
"Sig Sauer, Inc.",,Sporting Goods,1200,$325M,15,"Newington, New Hampshire",,,,,,,,,www.sigsauer.com,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,108872133,Clean
Remington Ammunition,,Sporting Goods,3588,$893M,52,"Lonoke, Arkansas",,,,,,,,,,,,,,,,1816,PRIVATE,2026-02-25,ZoomInfo,99172726,Clean
Callaway Golf,,Recreation,4000,$1.7B,46,"Carlsbad, California",,,,,,,,,www.callawaygolf.com,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,12420697,Clean
Acushnet,,Recreation,7300,$1.7B,12,"Fairhaven, Massachusetts",,,,,,,,,www.acushnetholdingscorp.com,,,,,,,1932,PUBLIC,2026-02-25,ZoomInfo,426320,Clean
Johnson Fitness & Wellness,,Recreation,2765,$710M,89,"Cottage Grove, Wisconsin",,,,,,,,,www.johnsonfitness.com,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,346434582,Clean
PlayCore,,Sporting Goods,2000,$797M,17,"Chattanooga, Tennessee",,,,,,,,,www.playcore.com,,,,,,,1976,PRIVATE,2026-03-03,Multi-Source Enrichment,42583856,Clean
"Peloton Interactive, Inc.",,Sporting & Recreational Equipment Retail,1950,$915M,34,"New York City, New York",,,,,,,,,www.onepeloton.com,,,,,,,2012,PUBLIC,2026-02-25,ZoomInfo,356481150,Clean
FCA,,Shipping,1350,,,,,,,,,,,,www.fcapackaging.com,,,,,,,,,2026-02-25,ZoomInfo,None,Excluded_Name_Review
The Dixie Group Inc,,Retail,1776,$403M,,"Roanoke, Alabama",,,,,,,,,dixiegroup.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Miltenyi Biotec,,Research & Development,3500,$877M,35,"Bethesda, Maryland",,,,,,,,,www.miltenyibiotec.com,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,25068448,Clean
"Moderna , Inc.",,Research & Development,1100,$60M,7,"Cambridge, Massachusetts",,,,,,,,,www.modernatx.com,,,,,,,2010,PUBLIC,2026-02-25,ZoomInfo,355888866,Clean
Biogen,,Pharmaceuticals,7605,$5.2B,47,"Cambridge, Massachusetts",,,,,,,,,www.biogen.com,,,,,,,1978,PUBLIC,2026-02-25,ZoomInfo,33791530,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Parexel,,Pharmaceuticals,22000,$6.8B,77,"Durham, North Carolina",,,,,,,,,www.parexel.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,78545321,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
CLOSED -CLOSED -WuXi AppTec,,Pharmaceuticals,21000,$1.4B,20,"Cranbury, New Jersey",,,,,,,,,www.wuxiapptec.com,,,,,,,2000,PUBLIC,2026-02-25,ZoomInfo,310083703,Clean
EthosEnergy,,Repair Services,3946,$815M,44,"Houston, Texas",,,,,,,,,www.ethosenergygroup.com,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,359250567,Clean
Challenge Manufacturing Company,,Religious Organizations,2466,$592M,1,"Detroit, Michigan",,,,,,,,,www.challenge-mfg.com,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,357650433,Clean
Resolute Forest Products,,Pulp & Paper,8000,$3.5B,5,"Calhoun, Tennessee",,,,,,,,,www.resolutetissue.com,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,451650328,Clean
Tension Envelope Corporation,,Pulp & Paper,2959,$583M,,"Kansas City, Missouri",,,,,,,,,tensionenvelope.com,,,,,,,1886,PRIVATE,2026-02-25,ZoomInfo,37912913,Clean
Belmark,,Pulp & Paper,1000,$223M,26,"De Pere, Wisconsin",,,,,,,,,,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,13372543,Clean
AROS Group,,Pulp & Paper,1001,$303M,1,"New York City, New York",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,5000576727,Clean
Caraustar,,Pulp & Paper,1123,$157M,,"Austell, Georgia",,,,,,,,,,,,,,,,1938,PRIVATE,2026-02-25,ZoomInfo,30641945,Clean
"PaperWorks Industries, Inc.",,Pulp & Paper,1500,$454M,30,"Bala Cynwyd, Pennsylvania",,,,,,,,,onepaperworks.com,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,352837935,Clean
Attindas,,Pulp & Paper,2000,$1.1B,1,"Raleigh, North Carolina",,,,,,,,,,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,566134828,Clean
Attindas,,Pulp & Paper,2000,$250M,,"Raleigh, North Carolina",,,,,,,,,www.attindas.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Clearwater Paper Corporation,,Pulp & Paper,3290,$1.8B,37,"Spokane, Washington",,,,,,,,,www.clearwaterpaper.com,,,,,,,1926,PUBLIC,2026-02-25,ZoomInfo,350864017,Clean
AstenJohnson,,Pulp & Paper,2219,$649M,18,"North Charleston, South Carolina",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,21714227,Clean
Caraustar Nashville Recycling Center,,Pulp & Paper,2250,$806M,,"La Vergne, Tennessee",,,,,,,,,,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,1247856669,Clean
LOPAREX,,Pulp & Paper,2345,$738M,15,"Cary, North Carolina",,,,,,,,,,,,,,,,1906,PRIVATE,2026-02-25,ZoomInfo,23052944,Clean
"Neenah, Inc.",,Pulp & Paper,2324,$938M,24,"Alpharetta, Georgia",,,,,,,,,www.neenah.com,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,27067146,Clean
AJM Packaging Corporation,,Pulp & Paper,2822,$300M,45,"Bloomfield Hills, Michigan",,,,,,,,,www.ajmpack.com,,,,,,,1957,PRIVATE,2026-02-25,ZoomInfo,2984328,Clean
Hood Container Corporation,,Pulp & Paper,2000,$605M,7,"Atlanta, Georgia",,,,,,,,,www.hoodcontainer.com,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,365428639,Clean
Glatfelter,,Pulp & Paper,2600,$927M,,"Charlotte, North Carolina",,,,,,,,,www.glatfelter.com,,,,,,,1864,PRIVATE,2026-02-25,ZoomInfo,16073491,Clean
VERSO,,Pulp & Paper,3700,$2.4B,,"Miamisburg, Ohio",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,240943115,Clean
Evergreen Packaging LLC,,Pulp & Paper,3800,$981M,,"Memphis, Tennessee",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,42535278,Clean
Green Bay Packaging,,Pulp & Paper,4500,$1.2B,60,"Green Bay, Wisconsin",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,16695619,Clean
Mativ,,Pulp & Paper,5400,$866M,,,,,,,,,,,www.mativ.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Sylvamo,,Pulp & Paper,6500,$500M,1,"Memphis, Tennessee",,,,,,,,,www.sylvamo.com,,,,,,,2021,PUBLIC,2026-02-25,ZoomInfo,558755371,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Old Republic International,,Pulp & Paper,9400,$7.2B,29,"Chicago, Illinois",,,,,,,,,www.oldrepublic.com,,,,,,,1923,PUBLIC,2026-02-25,ZoomInfo,42747145,Clean
"Pratt Industries, Inc",,Pulp & Paper,10000,$2.7B,189,"Conyers, Georgia",,,,,,,,,www.prattindustries.com,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,31064562,Clean
MCC premium Label Solutions,,Pulp & Paper,12275,$2.7B,42,"Atlanta, Georgia",,,,,,,,,,,,,,,,1916,PRIVATE,2026-02-25,ZoomInfo,25870591,Clean
Domtar,,Pulp & Paper,14000,$5.2B,25,"Fort Mill, South Carolina",,,,,,,,,www.domtar.com,,,,,,,1848,PRIVATE,2026-02-25,ZoomInfo,11649130,Clean
Packaging Corporation of America,,Pulp & Paper,15400,$6.7B,106,"Lake Forest, Illinois",,,,,,,,,www.packagingcorp.com,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,91751134,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
BlenderBottle Company,,"Plastic, Packaging & Containers",1000,$59M,4,"Lehi, Utah",,,,,,,,,www.blenderbottle.com,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,347754350,Clean
Otter Products LLC.,,"Plastic, Packaging & Containers",1000,$302M,19,"Fort Collins, Colorado",,,,,,,,,www.otterproducts.com,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,155959796,Clean
Anchor Packaging Co,,"Plastic, Packaging & Containers",1000,$302M,19,"St. Louis, Missouri",,,,,,,,,www.anchorpackaging.com,,,,,,,1963,PRIVATE,2026-02-25,ZoomInfo,2179315,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
C-P Flexible Packaging,,"Plastic, Packaging & Containers",1000,$399M,12,"York, Pennsylvania",,,,,,,,,,,,,,,,1958,PRIVATE,2026-02-25,ZoomInfo,30969658,Clean
Caplugs,,"Plastic, Packaging & Containers",1000,$303M,11,"Buffalo, New York",,,,,,,,,,,,,,,,1948,PRIVATE,2026-02-25,ZoomInfo,6701924,Clean
"Pacific Market International, LLC",,"Plastic, Packaging & Containers",1000,$260M,,"Seattle, Washington",,,,,,,,,www.pmiworldwide.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,56935610,Clean
Premier Packaging,,"Plastic, Packaging & Containers",1000,$339M,58,"Louisville, Kentucky",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,353838802,Clean
Scholle IPN,,"Plastic, Packaging & Containers",1000,$528M,28,"Northlake, Illinois",,,,,,,,,www.scholleipn.com,,,,,,,1945,PRIVATE,2026-02-25,ZoomInfo,34078767,Clean
XPEL Technologies,,"Plastic, Packaging & Containers",1054,$100M,,"San Antonio, Texas",,,,,,,,,www.xpel.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Airlite Plastics Co.,,"Plastic, Packaging & Containers",1200,$337M,6,"Omaha, Nebraska",,,,,,,,,www.airliteplastics.com,,,,,,,1946,PRIVATE,2026-02-25,ZoomInfo,950776,Clean
XPEL,,"Plastic, Packaging & Containers",1143,$461M,19,"San Antonio, Texas",,,,,,,,,,,,,,,,1997,PUBLIC,2026-02-25,ZoomInfo,94748693,Clean
Ball metalpack,,"Plastic, Packaging & Containers",1188,$202M,,"Canton, Ohio",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,565888421,Clean
Accredo Packaging,,"Plastic, Packaging & Containers",1200,$364M,2,"Sugar Land, Texas",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,1478613,Clean
Alpha Packaging,,"Plastic, Packaging & Containers",1200,$148M,,"St. Louis, Missouri",,,,,,,,,,,,,,,,1969,PRIVATE,2026-02-25,ZoomInfo,3622610,Clean
Igloo Coolers.,,"Plastic, Packaging & Containers",1200,$325M,19,"Katy, Texas",,,,,,,,,igloocoolers.com,,,,,,,1947,PRIVATE,2026-02-25,ZoomInfo,58787736,Clean
Minnesota Rubber,,"Plastic, Packaging & Containers",1732,$300M,18,"Minneapolis, Minnesota",,,,,,,,,www.mnrubber.com,,,,,,,1945,PRIVATE,2026-02-25,ZoomInfo,343774665,Clean
American Packaging Corporation,,"Plastic, Packaging & Containers",1000,$271M,18,"Columbus, Wisconsin",,,,,,,,,americanpackaging.com,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,1868140,Clean
"PAC Worldwide, Inc",,"Plastic, Packaging & Containers",1200,$363M,30,"Redmond, Washington",,,,,,,,,www.pac.com,,,,,,,1975,PRIVATE,2026-02-25,ZoomInfo,91556072,Clean
Fabri-Kal,,"Plastic, Packaging & Containers",1000,$302M,,"Kalamazoo, Michigan",,,,,,,,,www.fabri-kal.com,,,,,,,1950,PRIVATE,2026-02-25,ZoomInfo,18433125,Clean
Oliver,,"Plastic, Packaging & Containers",1350,$16.4B,14,"Grand Rapids, Michigan",,,,,,,,,www.oliverhcp.com,,,,,,,1890,PRIVATE,2026-02-25,ZoomInfo,71828109,Clean
Liqui-box Corporation,,"Plastic, Packaging & Containers",3000,$908M,21,"Richmond, Virginia",,,,,,,,,www.liquibox.com,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,63178252,Clean
Nelipak Corporation,,"Plastic, Packaging & Containers",1400,$350M,13,"Cranston, Rhode Island",,,,,,,,,www.nelipak.com,,,,,,,1953,PRIVATE,2026-02-25,ZoomInfo,40419995,Clean
The Plastek Group,,"Plastic, Packaging & Containers",1500,$100M,21,"Erie, Pennsylvania",,,,,,,,,www.plastekgroup.com,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,67437301,Clean
The Gorman-Rupp Company,,Industrial Machinery & Equipment,1200,$398M,15,"Mansfield, Ohio",,,,,,,,,www.gormanrupp.com,,,,,,,1933,PUBLIC,2026-02-25,ZoomInfo,38423095,Clean
