Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
North,,Credit Cards & Transaction Processing,1300,$670M,12,"Troy, Michigan",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,343627364,Clean
North American Bancard,,Credit Cards & Transaction Processing,1275,$297M,,"Troy, Michigan",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,474591818,Clean
NorthMarq,,Investment Banking,1000,$1.0B,95,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1960,PRIVATE,2026-02-25,ZoomInfo,58017564,Clean
Northwest Bank,,Banking,1956,$599M,256,"Warren, Pennsylvania",,,,,,,,,,,,,,,,1896,PUBLIC,2026-02-25,ZoomInfo,82562409,Clean
Northwestern Mutual,,,8293,$38.0B,374,"Milwaukee, Wisconsin",,,,,,,,,,,,,,,,1857,PRIVATE,2026-02-25,ZoomInfo,45159757,Clean
Novation,,,1025,$48M,14,"Kansas City, Missouri",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,97895290,Clean
Nuveen,,Investment Banking,3918,$2.0B,230,"New York City, New York",,,,,,,,,,,,,,,,1898,PRIVATE,2026-02-25,ZoomInfo,98404620,Clean
NVR,,Commercial & Residential Construction,7000,$10.4B,20,"Reston, Virginia",,,,,,,,,,,,,,,,1980,PUBLIC,2026-02-25,ZoomInfo,37504362,Clean
Oaktree Capital Management,,Investment Banking,1050,$646M,82,"Los Angeles, California",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,51481187,Clean
Oaktree Specialty Lending,,Banking,1400,$30M,10,"Los Angeles, California",,,,,,,,,,,,,,,,2013,PUBLIC,2026-02-25,ZoomInfo,1189745999,Clean
OCC,,Credit Cards & Transaction Processing,3205,$500M,14,"Chicago, Illinois",,,,,,,,,,,,,,,,1973,PRIVATE,2026-02-25,ZoomInfo,76890625,Clean
Oceanfirst Bank,,Banking,1019,$400M,122,"Toms River, New Jersey",,,,,,,,,,,,,,,,1902,PUBLIC,2026-02-25,ZoomInfo,102074041,Clean
Ocwen Financial,,Lending & Brokerage,4400,$1.1B,,"West Palm Beach, Florida",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,28590209,Clean
OFG Bancorp,,Banking,2246,$710M,7,"San Juan, Puerto Rico",,,,,,,,,,,,,,,,1964,PUBLIC,2026-02-25,ZoomInfo,29147749,Clean
OFI Global Asset Management,,,1737,$815M,,"New York City, New York",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,356853143,Clean
Ohio National Financial Services,,,1082,$2.2B,,"Cincinnati, Ohio",,,,,,,,,,,,,,,,1909,PRIVATE,2026-02-25,ZoomInfo,344178651,Clean
OKEx,,Lending & Brokerage,1000,$55M,,,,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,347678356,Clean
Old National Bank,,Banking,4971,$2.5B,229,"Evansville, Indiana",,,,,,,,,,,,,,,,1834,PUBLIC,2026-02-25,ZoomInfo,84460634,Clean
Olympia Group,,,1888,$104M,10,"Lincolnwood, Illinois",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,84575740,Clean
OneMain Financial,,Lending & Brokerage,9300,$5.0B,1848,"Evansville, Indiana",,,,,,,,,,,,,,,,1912,PUBLIC,2026-02-25,ZoomInfo,346348027,Clean
OnePay,,Credit Cards & Transaction Processing,500,$258M,3,"New York City, New York",,,,,,,,,,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,434648387,Clean
Onity Group,,Credit Cards & Transaction Processing,4200,$1.1B,1,"West Palm Beach, Florida",,,,,,,,,,,,,,,,1988,PUBLIC,2026-02-25,ZoomInfo,5000040418,Clean
Open Society Institute,,Membership Organizations,1237,$139M,19,"New York City, New York",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,88310623,Clean
Open Water Capital,,Venture Capital & Private Equity,2247,$482M,,"Menlo Park, California",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,346080465,Clean
OpenEdge,,Credit Cards & Transaction Processing,1958,$431M,,"Newark, California",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,470642180,Clean
Oportun,,Lending & Brokerage,2312,$409M,346,"San Carlos, California",,,,,,,,,,,,,,,,2006,PUBLIC,2026-02-25,ZoomInfo,369707053,Clean
Oppenheimer,,Investment Banking,3018,$1.5B,256,"New York City, New York",,,,,,,,,,,,,,,,1881,PUBLIC,2026-02-25,ZoomInfo,108610485,Clean
Oriental Bank,,Banking,2189,$3M,9,"San Juan, Puerto Rico",,,,,,,,,,,,,,,,1964,PUBLIC,2026-02-25,ZoomInfo,468656772,Clean
ORIX USA,,Lending & Brokerage,1300,$648M,8,"Dallas, Texas",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,56395064,Clean
Osaic,,Investment Banking,2500,$1.3B,2,"Scottsdale, Arizona",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,352782189,Clean
Otmt,,Cable & Satellite,1389,$34M,,"New York City, New York",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,346869968,Clean
Pacific Premier Bank,,Banking,1325,$584M,,"Irvine, California",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,29442393,Clean
Pacific Western Bank,,Banking,2434,$1.2B,,"Beverly Hills, California",,,,,,,,,,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,91556058,Clean
Pacific Western Bank,,Banking,2020,$150M,57,"Pico Rivera, California",,,,,,,,,,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,1146188728,Clean
PacWest Bancorp,,Banking,2438,$734M,,"Los Angeles, California",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,91718698,Clean
Paramount Residential Mortgage Group,,Lending & Brokerage,2000,$1.0B,310,"Corona, California",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,92310242,Clean
Paramount Residential Mortgage Group,,Banking,2000,$100M,1,"Spokane, Washington",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1247097753,Clean
Paramount Residential Mortgage Group,,Banking,2000,$100M,,"Orlando, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1334547686,Clean
Paramount Residential Mortgage Group,,Banking,2000,$100M,,"Sunny Isles Beach, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1334483798,Clean
Paramount Residential Mortgage Group,,Banking,2000,$100M,,"Fort Myers, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1335731396,Clean
Paramount Residential Mortgage Group,,Photography Studio,1900,$100M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1278358123,Clean
Park National,,Banking,1771,$646M,36,"Newark, Ohio",,,,,,,,,,,,,,,,1908,PUBLIC,2026-02-25,ZoomInfo,81691350,Clean
Park National Bank,,Banking,1720,$642M,57,"Newark, Ohio",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,22234956,Clean
Partners,,Lending & Brokerage,2023,$111M,2,"Praha, Texas",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,399397546,Clean
Pathward NA,,Banking,1170,$786M,1,"Sioux Falls, South Dakota",,,,,,,,,,,,,,,,1954,PUBLIC,2026-02-25,ZoomInfo,566134991,Clean
PayJoy,,Banking,1000,$516M,5,"San Francisco, California",,,,,,,,,,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,374938705,Clean
Payoneer,,Credit Cards & Transaction Processing,2407,$803M,9,"New York City, New York",,,,,,,,,,,,,,,,2005,PUBLIC,2026-02-25,ZoomInfo,189170285,Clean
Payroc,,Credit Cards & Transaction Processing,1100,$567M,13,"Tinley Park, Illinois",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,369212926,Clean
Paytopia,,Credit Cards & Transaction Processing,1228,$274M,,"Memphis, Tennessee",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,347343486,Clean
PCM Fund,,,3093,$94M,,"Newport Beach, California",,,,,,,,,,,,,,,,1993,PUBLIC,2026-02-25,ZoomInfo,216400431,Clean
Peachtree Group,,Venture Capital & Private Equity,1107,$1.1B,1,"Atlanta, Georgia",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,5000000011,Clean
Peak6 Investments,,Investment Banking,1900,$980M,27,"Austin, Texas",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,52200426,Clean
Pennymac,,Lending & Brokerage,4100,$1.6B,23,"Westlake Village, California",,,,,,,,,,,,,,,,2008,PUBLIC,2026-02-25,ZoomInfo,451015925,Clean
Pennymac Financial Services,,Lending & Brokerage,4900,$3.5B,1,"Westlake Village, California",,,,,,,,,,,,,,,,2008,PUBLIC,2026-02-25,ZoomInfo,564953865,Clean
Pentagon Federal Credit Union,,Banking,2901,$1.1B,87,"Mc Lean, Virginia",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,79562567,Clean
People's United Bank,,Banking,5193,$1.9B,,"Bridgeport, Connecticut",,,,,,,,,,,,,,,,1842,PRIVATE,2026-02-25,ZoomInfo,30081220,Clean
Peoples Bank,,Banking,1479,$448M,80,"Marietta, Ohio",,,,,,,,,,,,,,,,1902,PUBLIC,2026-02-25,ZoomInfo,30064951,Clean
Peoples Heritage Bank,,Banking,3473,$673M,,"Farmington, Maine",,,,,,,,,,,,,,,,1869,PRIVATE,2026-02-25,ZoomInfo,52446729,Clean
Peridot Financial Partners,,Investment Banking,1365,$339M,1,"San Antonio, Texas",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,399121755,Clean
Pershing Advisor Solutions,,Investment Banking,5124,$2.6B,,"Jersey City, New Jersey",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,52609431,Clean
PGIM,,Investment Banking,1400,$722M,52,"Newark, New Jersey",,,,,,,,,,,,,,,,1875,PUBLIC,2026-02-25,ZoomInfo,373331631,Clean
PHEAA,,Lending & Brokerage,1000,$277M,11,"Harrisburg, Pennsylvania",,,,,,,,,,,,,,,,1963,PRIVATE,2026-02-25,ZoomInfo,82641716,Clean
PHH,,Lending & Brokerage,3500,$734M,,"Mount Laurel, New Jersey",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,108413682,Clean
PHH Mortgage,,Lending & Brokerage,2664,$1.4B,133,"Mount Laurel, New Jersey",,,,,,,,,,,,,,,,1946,PRIVATE,2026-02-25,ZoomInfo,75661937,Clean
Pimco,,Investment Banking,3260,$1.7B,35,"Newport Beach, California",,,,,,,,,,,,,,,,1971,PRIVATE,2026-02-25,ZoomInfo,30491558,Clean
Pinnacle Financial Partners,,Banking,3657,$1.7B,61,"Nashville, Tennessee",,,,,,,,,,,,,,,,2000,PUBLIC,2026-02-25,ZoomInfo,94979274,Clean
Piper Sandler,,Investment Banking,1858,$1.9B,41,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1895,PUBLIC,2026-02-25,ZoomInfo,480362004,Clean
Piper Sandler,,Investment Banking,1297,$822M,,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1895,PRIVATE,2026-02-25,ZoomInfo,48661352,Clean
PJT,,Investment Banking,1224,$1.7B,55,"New York City, New York",,,,,,,,,,,,,,,,2015,PUBLIC,2026-02-25,ZoomInfo,371090351,Clean
PlainsCapital Bank,,Banking,2351,$1.0B,131,"University Park, Texas",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,30605745,Clean
Planet Financial Group,,Lending & Brokerage,1200,$619M,1,"Meriden, Connecticut",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,359104285,Clean
Planet Home Lending,,Lending & Brokerage,1140,$588M,73,"Meriden, Connecticut",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,1121525915,Clean
PLS,,Credit Cards & Transaction Processing,3000,$1.4B,332,"Chicago, Illinois",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,93520764,Clean
Plug and Play Tech Center,,Venture Capital & Private Equity,1000,$500M,25,"Sunnyvale, California",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,222413475,Clean
Plum Investors,,Venture Capital & Private Equity,1427,$38M,1,"Miami, Florida",,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,357732991,Clean
PM Systems,,,1082,$32M,,"Chapin, South Carolina",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,95617605,Clean
Point72,,Investment Banking,2800,$1.4B,17,"Stamford, Connecticut",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,104382935,Excluded_ZI_Match
Polara Ventures,,,2263,$428M,,"Redwood City, California",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,343658251,Clean
Popular,,Banking,9238,$3.0B,5,"San Juan, Puerto Rico",,,,,,,,,,,,,,,,1893,PUBLIC,2026-02-25,ZoomInfo,11441102,Clean
Populus Financial Group,,,3100,$1.6B,1,"Irving, Texas",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,471427772,Clean
Portico Mortgage,,Banking,1499,$126M,1,"New York City, New York",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,434850888,Clean
Potamkin Automotive Group,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,351573959,Clean
Prashkovsky Investments and Construction Ltd (PRSK,,Venture Capital & Private Equity,1963,$377M,1,Illinois,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,372143382,Clean
Premier Bank,,Banking,1195,$319M,,"Defiance, Ohio",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,508504108,Clean
Premier Financial,,Banking,1023,$246M,,"Defiance, Ohio",,,,,,,,,,,,,,,,1920,PUBLIC,2026-02-25,ZoomInfo,527598171,Clean
Pretium Partners,,Investment Banking,7000,$3.4B,3,"New York City, New York",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,1196418277,Clean
PrimeLending,,Lending & Brokerage,1603,$826M,651,"Dallas, Texas",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,97125432,Clean
Primerica,,Investment Banking,2306,$3.3B,2167,"Duluth, Georgia",,,,,,,,,,,,,,,,1977,PUBLIC,2026-02-25,ZoomInfo,31227951,Clean
Principal Global Investors,,Investment Banking,1800,$1.2B,,"Chicago, Illinois",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,150208956,Clean
Private Financial Club,,Investment Banking,3284,$100M,,"Grand Prairie, Texas",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,1159806800,Clean
Prmg,,Banking,2000,$100M,2,"Las Vegas, Nevada",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1335025855,Clean
PRMI,,Banking,1800,$866M,483,"Salt Lake City, Utah",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,97108869,Clean
Progressive Leasing,,Banking,2324,$577M,74,"Draper, Utah",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,347465042,Clean
Progrexion,,Credit Cards & Transaction Processing,3000,$1.5B,,"Salt Lake City, Utah",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,41468951,Clean
Prosperity Bank,,Banking,3941,$1.2B,304,"Houston, Texas",,,,,,,,,,,,,,,,1983,PUBLIC,2026-02-25,ZoomInfo,63750701,Clean
Provident Bank,,Banking,1753,$851M,141,"Iselin, New Jersey",,,,,,,,,,,,,,,,1839,PUBLIC,2026-02-25,ZoomInfo,54936221,Clean
PSBill,,Credit Cards & Transaction Processing,4330,$842M,1,"Scottsdale, Arizona",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,354901729,Clean
PSCU,,Credit Cards & Transaction Processing,3400,$754M,,"Saint Petersburg, Florida",,,,,,,,,,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,346427027,Clean
Purpose Financial,,Non-Profit & Charitable Organizations,2500,$1.0B,12,"Greenville, South Carolina",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,483486901,Clean
Putnam Investments,,Investment Banking,1250,$644M,81,"Boston, Massachusetts",,,,,,,,,,,,,,,,1937,PRIVATE,2026-02-25,ZoomInfo,93258408,Clean
Pyramis Global Advisors,,Investment Banking,1708,$100M,,"Boston, Massachusetts",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1157681303,Clean
QCR Holdings,,Banking,1004,$351M,5,"Moline, Illinois",,,,,,,,,,,,,,,,1993,PUBLIC,2026-02-25,ZoomInfo,119522240,Clean
R&G Financial,,Banking,4511,$869M,,"San Juan, Puerto Rico",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,108167641,Clean
Raffles Pacific,,Investment Banking,1272,$258M,1,"Alhambra, California",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,351261100,Clean
Rajwani Holdings,,,2455,$27M,1,"New York City, New York",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,549541700,Clean
Ramp,,Credit Cards & Transaction Processing,1500,$1.0B,17,"New York City, New York",,,,,,,,,,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,42402842,Clean
Rate,,Banking,6566,$3.4B,731,"Schaumburg, Illinois",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,81660604,Clean
RBC Dain Rauscher,,Investment Banking,2035,$479M,24,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1978,PRIVATE,2026-02-25,ZoomInfo,1138412451,Clean
RBFCU,,Banking,2300,$469M,89,"Live Oak, Texas",,,,,,,,,,,,,,,,1952,PRIVATE,2026-02-25,ZoomInfo,70664853,Clean
RBS WorldPay,,Credit Cards & Transaction Processing,2259,$488M,,"Seagoville, Texas",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,344671809,Clean
Real Industry,,,1800,$1.3B,,"Dallas, Texas",,,,,,,,,,,,,,,,1972,PUBLIC,2026-02-25,ZoomInfo,371634423,Clean
Redstone Federal Credit Union,,Banking,1300,$670M,29,"Huntsville, Alabama",,,,,,,,,,,,,,,,1951,PRIVATE,2026-02-25,ZoomInfo,32424670,Clean
Regional Finance,,Lending & Brokerage,1991,$473M,59,"Greer, South Carolina",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,1119908576,Clean
Regional Management,,Banking,2131,$625M,344,"Greer, South Carolina",,,,,,,,,,,,,,,,1987,PUBLIC,2026-02-25,ZoomInfo,347886334,Clean
Rehmann,,Accounting Services,1100,$567M,57,"Troy, Michigan",,,,,,,,,,,,,,,,1941,PRIVATE,2026-02-25,ZoomInfo,32522913,Clean
Reliance Group,,Investment Banking,1428,$242M,,"Hudson, Massachusetts",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,425708350,Clean
Remitly,,Credit Cards & Transaction Processing,2800,$1.5B,6,"Seattle, Washington",,,,,,,,,,,,,,,,2010,PUBLIC,2026-02-25,ZoomInfo,371644522,Clean
Remtechstroy Group,,Industrial Machinery & Equipment,1927,$380M,1,"Clinton, Connecticut",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,372472279,Clean
Renasant,,Banking,2200,$874M,220,"Tupelo, Mississippi",,,,,,,,,,,,,,,,1904,PUBLIC,2026-02-25,ZoomInfo,559590075,Clean
Republic Finance,,Lending & Brokerage,1300,$670M,218,"Baton Rouge, Louisiana",,,,,,,,,,,,,,,,1952,PRIVATE,2026-02-25,ZoomInfo,565804135,Clean
Rescap Liquidating Trust,,Investment Banking,8597,$1.6B,,"Bloomington, Minnesota",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,440697009,Clean
Resolution Trust,,,1739,$85M,,"Denver, Colorado",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,101582722,Clean
Revolution Capital,,Investment Banking,1422,$56M,2,"Salem, Massachusetts",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,356458979,Clean
Revolution Capital Group,,Investment Banking,2500,$648M,9,"Hingham, Massachusetts",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,353581461,Clean
Ria Money Transfer,,Credit Cards & Transaction Processing,4810,$2.5B,20,"Buena Park, California",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,445029398,Clean
Richardson Oswald Wealth Advisors page,,Investment Banking,1884,$100M,,,,,,,,,,,,,,,,,,1832,PRIVATE,2026-02-25,ZoomInfo,1316025084,Clean
Ridgefort,,Venture Capital & Private Equity,2000,$280M,,"New York City, New York",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,538098521,Clean
Rithm Capital,,Investment Banking,6045,$3.1B,1,"New York City, New York",,,,,,,,,,,,,,,,2013,PUBLIC,2026-02-25,ZoomInfo,566127729,Clean
Rittenburg Insurance Services,,Investment Banking,6806,$21M,,"Bala Cynwyd, Pennsylvania",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,551552089,Clean
Robinhood,,Investment Banking,2300,$4.2B,1,"Menlo Park, California",,,,,,,,,,,,,,,,2013,PUBLIC,2026-02-25,ZoomInfo,371804974,Clean
Rockefeller Capital Management,,Investment Banking,2040,$1.1B,17,"New York City, New York",,,,,,,,,,,,,,,,1882,PRIVATE,2026-02-25,ZoomInfo,123994490,Clean
Rockland Trust,,Banking,2277,$774M,152,"Rockland, Massachusetts",,,,,,,,,,,,,,,,1907,PUBLIC,2026-02-25,ZoomInfo,59785811,Clean
Rooney Holdings,,Lending & Brokerage,1738,$461M,14,"Naples, Florida",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,103318466,Clean
Royal Pacific Commercial,,Investment Banking,1127,$301M,,"Richmond, Vermont",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,533860631,Clean
Royce & Associates,,Investment Banking,1768,$332M,,"New York City, New York",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,33341483,Clean
Russell Investments,,Investment Banking,2478,$1.3B,86,"Seattle, Washington",,,,,,,,,,,,,,,,1936,PRIVATE,2026-02-25,ZoomInfo,131810343,Clean
Russian Standard Bank,,Banking,4187,$6M,,,,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,425349506,Clean
S & T Bank,,Banking,1214,$575M,44,"Indiana, Pennsylvania",,,,,,,,,,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,61032123,Clean
S&T Bancorp,,,1206,$395M,35,"Indiana, Pennsylvania",,,,,,,,,,,,,,,,1902,PUBLIC,2026-02-25,ZoomInfo,99713267,Clean
Sachem Head Capital Management,,Investment Banking,3636,$200M,2,"New York City, New York",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,374937766,Clean
SAFG Retirement Services,,Investment Banking,8095,$445M,,"Houston, Texas",,,,,,,,,,,,,,,,1957,PRIVATE,2026-02-25,ZoomInfo,564619383,Clean
Sallie Mae Bank,,Banking,1710,$2.0B,6,"Newark, Delaware",,,,,,,,,,,,,,,,1972,PUBLIC,2026-02-25,ZoomInfo,33652821,Clean
Sammons Financial Group,,,1880,$969M,12,"West Des Moines, Iowa",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,162201996,Clean
Sandy Spring Bank,,Banking,1120,$392M,,"Olney, Maryland",,,,,,,,,,,,,,,,1868,PRIVATE,2026-02-25,ZoomInfo,78315966,Clean
Santander Bank,,Banking,9000,$2.2B,464,"Wilmington, Delaware",,,,,,,,,,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,482532396,Clean
Santander Consumer USA,,Banking,5000,$7.6B,257,"Dallas, Texas",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,103154213,Clean
Santander Private Banking International,,Banking,1743,$488M,5,"Miami, Florida",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,371655416,Clean
Santee Cooper,,"Electricity, Oil & Gas",1500,$1.9B,35,"Moncks Corner, South Carolina",,,,,,,,,,,,,,,,1939,PRIVATE,2026-02-25,ZoomInfo,33850242,Clean
SchoolsFirst Federal Credit Union,,Banking,2592,$634M,69,"Santa Ana, California",,,,,,,,,,,,,,,,1934,PRIVATE,2026-02-25,ZoomInfo,344048243,Clean
Scott McFadden,,Banking,1818,$100M,,"Birmingham, Alabama",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,538100120,Clean
Seacoast Bank,,Banking,1494,$812M,113,"Stuart, Florida",,,,,,,,,,,,,,,,1926,PRIVATE,2026-02-25,ZoomInfo,182993220,Clean
Seacoast Banking Corporation of Florida,,Banking,1518,$653M,3,"Stuart, Florida",,,,,,,,,,,,,,,,1926,PUBLIC,2026-02-25,ZoomInfo,59785660,Clean
Security Finance,,Banking,1678,$865M,1032,"Spartanburg, South Carolina",,,,,,,,,,,,,,,,1955,PRIVATE,2026-02-25,ZoomInfo,94601778,Clean
Security Finance,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,1155113606,Clean
Security National Family of companies,,,1186,$341M,105,"Salt Lake City, Utah",,,,,,,,,,,,,,,,1965,PUBLIC,2026-02-25,ZoomInfo,128942414,Clean
Security Service Federal Credit Union,,Banking,1700,$606M,106,"San Antonio, Texas",,,,,,,,,,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,94601489,Clean
SecurityNational Mortgage,,Lending & Brokerage,1105,$570M,45,"Salt Lake City, Utah",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,244810023,Clean
Segal,,HR & Staffing,1000,$281M,95,"New York City, New York",,,,,,,,,,,,,,,,1939,PRIVATE,2026-02-25,ZoomInfo,47825191,Clean
SEhomes,,,2827,$100M,8,"Addison, Alabama",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,343328859,Clean
SEI,,Banking,4900,$2.1B,70,"Oaks, Pennsylvania",,,,,,,,,,,,,,,,1968,PUBLIC,2026-02-25,ZoomInfo,107184454,Clean
Senior Housing Properties Trust,,,7047,$1.4B,,"Newton, Massachusetts",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,86131332,Clean
ServiceLink,,Banking,2500,$147M,36,"Coraopolis, Pennsylvania",,,,,,,,,,,,,,,,1967,PRIVATE,2026-02-25,ZoomInfo,55215162,Clean
Shellpoint,,Lending & Brokerage,2500,$1.3B,6,"Greenville, South Carolina",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,358741132,Clean
Shellpoint Partners,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,356065719,Clean
